出生年份,问题,同意,反对,强烈同意,强烈反对
1996, 由高校自主考试招生比全国统一考试招生更好。,2839,3561,1142,1359
1996, 应该容许宗教人士在非宗教场所公开传教。,3024,3838,403,1636
1996, 无论中小学生或大学生，都应参加由国家统一安排的军训。,3097,2858,1008,1938
1996, 国家的统一和领土完整是社会的最高利益。,2986,2925,2117,873
1996, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,4821,2903,688,489
1996, 国家有义务进行对外援助。,4082,2382,1493,944
1996, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,4469,2399,1203,830
1996, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,3263,3320,1175,1143
1996, 应当允许媒体代表某一特定阶层或利益集团发言。,3547,3016,568,1770
1996, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,2981,3132,1859,929
1996, 条件允许的话应该武力统一台湾。,2500,4067,1111,1223
1996, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,3353,2378,2002,1168
1996, 应该允许中国公民同时具有外国国籍。,1973,5084,500,1344
1996, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,1805,4289,1020,1787
1996, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,4599,1495,2490,317
1996, 最低工资应由国家规定。,2106,3872,1041,1882
1996, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,4026,3293,760,822
1996, 在重大工程项目的决策中，个人利益应该为社会利益让路。,4655,2603,702,941
1996, 浪费粮食也是个人的自由。,1564,4265,588,2484
1996, 如果猪肉价格过高，政府应当干预。,4285,2069,1683,864
1996, 应当对国外同类产品征收高额关税来保护国内民族工业。,2929,3756,367,1849
1996, 教育应当尽可能公立。,2715,4747,452,987
1996, 国有企业的利益属于国家利益。,4134,3034,1271,462
1996, 试图控制房地产价格的行为会破坏经济发展。,2365,4377,576,1583
1996, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,1413,3823,1190,2475
1996, 有钱人理应获得更好的医疗服务。,2384,4704,663,1150
1996, 高收入者应该公开自己的经济来源。,2325,4256,1162,1158
1996, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,4732,2292,1107,770
1996, 与其让国有企业亏损破产，不如转卖给资本家。,3234,3161,458,2048
1996, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,6277,984,1481,159
1996, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,2747,4425,641,1088
1996, 私人应当可以拥有和买卖土地。,3794,3622,996,489
1996, 政府应当采用较高的粮食收购价格以增加农民收入。,5320,1990,1091,500
1996, 在华外国资本应享受和民族资本同样的待遇。,2431,3942,396,2132
1996, 市场竞争中自然形成的垄断地位是无害的。,4072,3218,908,703
1996, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,3558,3265,593,1485
1996, 不应公开谈论自己长辈的缺点。,2728,3976,1267,930
1996, 现代中国社会需要儒家思想。,1103,5134,506,2158
1996, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,4857,2420,881,743
1996, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,2083,4898,256,1664
1996, 周易八卦能够有效的解释很多事情。,3317,3371,1316,897
1996, 中国传统医学对人体健康的观念比现代主流医学更高明。,4471,3077,900,453
1996, 汉字无需人为推行简化。,1998,4855,502,1546
1996, 应当将中国传统文化的经典作品作为儿童基础教育读物。,4385,3649,573,294
1996, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,4113,3623,676,489
1973,如果人民没有受过民主教育，他们是不应该拥有普选权的。,188,279,44,173
1973, 人权高于主权。,266,188,150,80
1973, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,237,206,164,77
1973, 西方的多党制不适合中国国情。,174,362,32,116
1973, 在中国照搬西方式的言论自由会导致社会失序。,273,233,107,71
1973, 由高校自主考试招生比全国统一考试招生更好。,253,208,175,48
1973, 应该容许宗教人士在非宗教场所公开传教。,283,240,35,126
1973, 无论中小学生或大学生，都应参加由国家统一安排的军训。,258,213,80,133
1973, 国家的统一和领土完整是社会的最高利益。,206,233,151,94
1973, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,319,263,20,82
1973, 国家有义务进行对外援助。,221,270,43,150
1973, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,325,181,114,64
1973, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,263,280,68,73
1973, 应当允许媒体代表某一特定阶层或利益集团发言。,294,204,40,146
1973, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,290,217,122,55
1973, 条件允许的话应该武力统一台湾。,237,262,127,58
1973, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,207,176,208,93
1973, 应该允许中国公民同时具有外国国籍。,247,295,106,36
1973, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,99,420,29,136
1973, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,258,144,220,62
1973, 最低工资应由国家规定。,204,327,66,87
1973, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,378,235,40,31
1973, 在重大工程项目的决策中，个人利益应该为社会利益让路。,318,239,23,104
1973, 浪费粮食也是个人的自由。,230,323,43,88
1973, 如果猪肉价格过高，政府应当干预。,233,268,46,137
1973, 应当对国外同类产品征收高额关税来保护国内民族工业。,188,312,21,163
1973, 教育应当尽可能公立。,194,317,35,138
1973, 国有企业的利益属于国家利益。,378,174,96,36
1973, 试图控制房地产价格的行为会破坏经济发展。,120,421,36,107
1973, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,206,241,205,32
1973, 有钱人理应获得更好的医疗服务。,192,349,58,85
1973, 高收入者应该公开自己的经济来源。,186,276,163,59
1973, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,307,225,78,74
1973, 与其让国有企业亏损破产，不如转卖给资本家。,167,305,21,191
1973, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,329,234,61,60
1973, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,214,338,46,86
1973, 私人应当可以拥有和买卖土地。,265,200,172,47
1973, 政府应当采用较高的粮食收购价格以增加农民收入。,251,263,75,95
1973, 在华外国资本应享受和民族资本同样的待遇。,176,302,39,167
1973, 市场竞争中自然形成的垄断地位是无害的。,268,299,49,68
1973, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,304,216,51,113
1973, 不应公开谈论自己长辈的缺点。,288,179,177,40
1973, 现代中国社会需要儒家思想。,142,373,56,113
1973, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,373,159,88,64
1973, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,153,403,16,112
1973, 周易八卦能够有效的解释很多事情。,238,273,79,94
1973, 中国传统医学对人体健康的观念比现代主流医学更高明。,304,246,76,58
1973, 汉字无需人为推行简化。,115,331,26,212
1973, 应当将中国传统文化的经典作品作为儿童基础教育读物。,372,212,76,24
1973, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,393,138,123,30
1972,如果人民没有受过民主教育，他们是不应该拥有普选权的。,190,255,68,198
1972, 人权高于主权。,256,183,193,79
1972, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,243,207,186,75
1972, 西方的多党制不适合中国国情。,172,380,38,121
1972, 在中国照搬西方式的言论自由会导致社会失序。,285,256,112,58
1972, 由高校自主考试招生比全国统一考试招生更好。,260,198,191,62
1972, 应该容许宗教人士在非宗教场所公开传教。,306,239,57,109
1972, 无论中小学生或大学生，都应参加由国家统一安排的军训。,247,220,100,144
1972, 国家的统一和领土完整是社会的最高利益。,238,216,152,105
1972, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,328,271,22,90
1972, 国家有义务进行对外援助。,234,263,45,169
1972, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,332,174,123,82
1972, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,293,240,82,96
1972, 应当允许媒体代表某一特定阶层或利益集团发言。,297,211,33,170
1972, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,272,222,148,69
1972, 条件允许的话应该武力统一台湾。,199,326,116,70
1972, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,239,168,204,100
1972, 应该允许中国公民同时具有外国国籍。,223,309,123,56
1972, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,103,432,49,127
1972, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,284,171,193,63
1972, 最低工资应由国家规定。,197,337,62,115
1972, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,388,246,47,30
1972, 在重大工程项目的决策中，个人利益应该为社会利益让路。,311,256,41,103
1972, 浪费粮食也是个人的自由。,245,341,39,86
1972, 如果猪肉价格过高，政府应当干预。,242,264,43,162
1972, 应当对国外同类产品征收高额关税来保护国内民族工业。,212,312,31,156
1972, 教育应当尽可能公立。,213,295,45,158
1972, 国有企业的利益属于国家利益。,382,194,109,26
1972, 试图控制房地产价格的行为会破坏经济发展。,115,440,37,119
1972, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,232,241,208,30
1972, 有钱人理应获得更好的医疗服务。,199,365,67,80
1972, 高收入者应该公开自己的经济来源。,200,288,168,55
1972, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,300,214,105,92
1972, 与其让国有企业亏损破产，不如转卖给资本家。,157,307,29,218
1972, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,346,231,70,64
